image_id,source_image_id,transform,transform_family,label_quartile,baseline_outcome,outcome,refusal,cause,current_route,current_sex,crop_side_px,crop_padding_fraction,crop_outside,crop_padding_delta,current_framing,current_cues,current_score_form,current_interval_width,current_continuous,current_public,current_delta,current_public_changed,route_transition,candidate_raw,candidate_continuous,candidate_public,candidate_delta,candidate_public_changed,candidate_letterbox_fraction
T290__contrast_130,T290,contrast_130,lighting,1,scored,scored,,,clothed→model,unknown,1841.4735,0.51216996,true,-0.015165229999999918,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.53,7.5,-0.4500000000000002,True,False,42.55601501464844,7.716505990317365,7.5,-0.059321104314055795,True,0.46102075154234434
T290__side_lighting,T290,side_lighting,lighting,1,scored,scored,,,clothed→model,f,1891.3563,0.52503605,true,-0.0022991399999999773,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.82,8.0,-0.16000000000000014,False,False,41.79387664794922,7.54808185954624,7.5,-0.2277452350851803,True,0.46102075154234434
T290__jpeg_q35,T290,jpeg_q35,jpeg,1,scored,scored,,,clothed→model,unknown,1899.6881,0.52711916,true,-0.00021602999999992267,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.94,8.0,-0.040000000000000036,False,False,42.61075973510742,7.726338964270054,7.5,-0.049488130361366345,True,0.46102075154234434
T290__rotate_3,T290,rotate_3,rotation_camera_like,1,scored,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,True,42.75261306762695,7.752342299942434,8.0,-0.023484794688986455,False,0.46102075154234434
T290__perspective_mild,T290,perspective_mild,rotation_camera_like,1,scored,scored,,,clothed→model,f,1919.3816,0.53489388,true,0.00755869000000009,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.83,8.0,-0.15000000000000036,False,False,43.38418960571289,7.840507932883102,8.0,0.06468083825168147,False,0.46102075154234434
T290__gaussian_blur_1_5,T290,gaussian_blur_1_5,rotation_camera_like,1,scored,scored,,,clothed→model,f,1908.2967,0.52947478,true,0.00213959000000008,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.77,8.0,-0.21000000000000085,False,False,42.897586822509766,7.779745822519908,8.0,0.003918727888487794,False,0.46102075154234434
H260__original,H260,original,control,1,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,35.96537399291992,6.990543748345409,7.0,0.0,False,0.46102075154234434
H260__mirror,H260,mirror,mirror,1,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,34.88313293457031,6.889658149757954,7.0,-0.10088559858745505,False,0.46102075154234434
H260__crop_center_10,H260,crop_center_10,crop,1,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,37.1871452331543,7.096148479055398,7.0,0.10560473070998899,False,0.46110721793973375
H260__crop_legs_20,H260,crop_legs_20,crop,1,refused,scored,,,clothed→geometry,m,1415.7737,0.36548752,true,,torso,whr+vTaper+shoulderHip,scalar,0.0,3.56,3.5,,,True,36.581764221191406,7.059273152010126,7.0,0.06872940366471703,False,0.32608695652173914
H260__pad_wide_black,H260,pad_wide_black,padding_aspect,1,refused,scored,,waist-occluded,clothed→model,f,1924.5322,0.35252458,true,,full,shoulderHip+legTorso+symmetry,scalar,0.0,6.95,7.0,,,True,35.93769073486328,6.9875795094242505,7.0,-0.002964238921158824,False,0.2456533931575996
H260__pad_tall_black,H260,pad_tall_black,padding_aspect,1,refused,scored,,waist-occluded,clothed→model,f,1901.7447,0.49467455,true,,full,legTorso+symmetry,scalar,0.0,6.85,7.0,,,True,39.50126647949219,7.387770898820477,7.5,0.39722715047506796,True,0.58541846419327
H260__canvas_light_gray,H260,canvas_light_gray,background_canvas,1,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,34.58483123779297,6.864936419459899,7.0,-0.1256073288855104,False,0.4611933602512337
H260__aspect_squeeze_80,H260,aspect_squeeze_80,padding_aspect,1,refused,scored,,,clothed→geometry,f,2004.1800,0.65864660,true,,torso,vTaper,scalar,0.0,2.94,3.0,,,True,38.38349151611328,7.1615556273323415,7.0,0.17101187898693215,False,0.5687044307347168
H260__resolution_256,H260,resolution_256,resolution,1,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,36.353485107421875,7.033226526263424,7.0,0.04268277791801456,False,0.4609375
H260__brightness_70,H260,brightness_70,lighting,1,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,36.63648986816406,7.065598027898423,7.0,0.07505427955301336,False,0.46102075154234434
H260__brightness_130,H260,brightness_130,lighting,1,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,35.730674743652344,6.965620889949883,7.0,-0.024922858395526326,False,0.46102075154234434
H260__contrast_70,H260,contrast_70,lighting,1,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,37.107696533203125,7.09276036324849,7.0,0.10221661490308076,False,0.46102075154234434
H260__contrast_130,H260,contrast_130,lighting,1,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,35.7813835144043,6.970966220222614,7.0,-0.01957752812279523,False,0.46102075154234434
H260__side_lighting,H260,side_lighting,lighting,1,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,35.59288787841797,6.951203219733458,7.0,-0.0393405286119517,False,0.46102075154234434
H260__jpeg_q35,H260,jpeg_q35,jpeg,1,refused,scored,,waist-occluded,clothed→model,unknown,1868.2399,0.50908142,true,,full,legTorso+symmetry,scalar,0.0,7.24,7.0,,,True,36.17228698730469,7.012923578268884,7.0,0.02237982992347476,False,0.46102075154234434
H260__rotate_3,H260,rotate_3,rotation_camera_like,1,refused,scored,,,clothed→model,unknown,1774.3668,0.47836407,true,,full,vTaper+legTorso+symmetry,scalar,0.0,6.93,7.0,,,True,36.76472473144531,7.078240091719016,7.0,0.08769634337360621,False,0.46102075154234434
H260__perspective_mild,H260,perspective_mild,rotation_camera_like,1,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,36.78471755981445,7.0790818619665945,7.0,0.08853811362118513,False,0.46102075154234434
H260__gaussian_blur_1_5,H260,gaussian_blur_1_5,rotation_camera_like,1,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,35.80158233642578,6.973101407346232,7.0,-0.017442340999177297,False,0.46102075154234434
H230__original,H230,original,control,1,scored,scored,,waist-occluded,clothed→model,unknown,1929.2555,0.53964249,true,0.0,full,legTorso+symmetry,scalar,0.0,7.08,7.0,0.0,False,False,38.820430755615234,7.2482800481238705,7.0,0.0,False,0.46102075154234434
H230__mirror,H230,mirror,mirror,1,scored,scored,,waist-occluded,clothed→model,f,1938.4788,0.54401284,true,0.004370350000000078,full,legTorso+symmetry,scalar,0.0,7.2,7.0,0.1200000000000001,False,False,36.98347854614258,7.0874816630843975,7.0,-0.16079838503947297,False,0.46102075154234434
H230__crop_center_10,H230,crop_center_10,crop,1,scored,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,True,40.09180450439453,7.416395426062679,7.5,0.16811537793880849,True,0.46110721793973375
H230__crop_legs_20,H230,crop_legs_20,crop,1,scored,scored,,,clothed→geometry,f,1453.1377,0.38180249,true,-0.15783999999999998,torso,vTaper,scalar,0.0,2.99,3.0,-4.09,True,True,36.86383819580078,7.0824187405271015,7.0,-0.16586130759676898,False,0.32608695652173914
H230__pad_wide_black,H230,pad_wide_black,padding_aspect,1,scored,scored,,waist-occluded,clothed→model,f,1946.3051,0.36692989,true,-0.1727126,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.0,7.0,-0.08000000000000007,False,False,38.75947189331055,7.238270228415069,7.0,-0.010009819708801437,False,0.2456533931575996
H230__pad_tall_black,H230,pad_tall_black,padding_aspect,1,scored,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,True,41.24934387207031,7.484152155173044,7.5,0.2358721070491736,True,0.58541846419327
H230__canvas_light_gray,H230,canvas_light_gray,background_canvas,1,scored,scored,,waist-occluded,clothed→model,unknown,1871.5433,0.35828360,true,-0.18135889,full,legTorso+symmetry,scalar,0.0,7.08,7.0,0.0,False,False,35.94798278808594,6.988680771778547,7.0,-0.2595992763453232,False,0.4611933602512337
H230__aspect_squeeze_80,H230,aspect_squeeze_80,padding_aspect,1,scored,scored,,,clothed→model,f,1992.8040,0.65473821,true,0.11509572000000001,full,vTaper+legTorso+symmetry,scalar,0.0,6.98,7.0,-0.09999999999999964,False,False,39.703651428222656,7.397491668189962,7.5,0.14921162006609112,True,0.5687044307347168
H230__resolution_256,H230,resolution_256,resolution,1,scored,scored,,waist-occluded,clothed→model,unknown,254.7652,0.47024644,true,-0.06939604999999999,full,legTorso+symmetry,scalar,0.0,7.42,7.5,0.33999999999999986,True,False,38.52738952636719,7.193810375223103,7.0,-0.05446967290076721,False,0.4609375
H230__brightness_70,H230,brightness_70,lighting,1,scored,scored,,waist-occluded,clothed→model,unknown,1897.3588,0.52403412,true,-0.015608369999999927,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.46,7.5,0.3799999999999999,True,False,39.787803649902344,7.401560646335387,7.5,0.1532805982115164,True,0.46102075154234434
H230__brightness_130,H230,brightness_130,lighting,1,scored,scored,,waist-occluded,clothed→model,unknown,1925.1493,0.53767660,true,-0.0019658900000000257,full,legTorso+symmetry,scalar,0.0,7.23,7.0,0.15000000000000036,False,False,38.76146697998047,7.238596428459227,7.0,-0.009683619664643928,False,0.46102075154234434
H230__contrast_70,H230,contrast_70,lighting,1,scored,scored,,waist-occluded,clothed→model,f,1871.3207,0.51069653,true,-0.028945959999999937,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.35,7.5,0.2699999999999996,True,False,39.928775787353516,7.408413232949792,7.5,0.16013318482592176,True,0.46102075154234434
H230__contrast_130,H230,contrast_130,lighting,1,scored,scored,,waist-occluded,clothed→model,f,1936.6082,0.54313150,true,0.0034890100000000146,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.14,7.0,0.05999999999999961,False,False,38.243858337402344,7.142132940316281,7.0,-0.10614710780758951,False,0.46102075154234434
H230__side_lighting,H230,side_lighting,lighting,1,scored,scored,,waist-occluded,clothed→model,f,1918.4288,0.53443174,true,-0.005210749999999931,full,legTorso+symmetry,scalar,0.0,7.14,7.0,0.05999999999999961,False,False,38.05802917480469,7.133918290830071,7.0,-0.11436175729379983,False,0.46102075154234434
H230__jpeg_q35,H230,jpeg_q35,jpeg,1,scored,scored,,waist-occluded,clothed→model,f,1828.5780,0.49760084,true,-0.042041649999999986,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.38,7.5,0.2999999999999998,True,False,39.07506561279297,7.291093176945941,7.5,0.04281312882207011,True,0.46102075154234434
H230__rotate_3,H230,rotate_3,rotation_camera_like,1,scored,scored,,waist-occluded,clothed→model,f,1804.7030,0.47947797,true,-0.06016452,full,legTorso+symmetry,scalar,0.0,7.39,7.5,0.3099999999999996,True,False,38.36546325683594,7.157576403579371,7.0,-0.09070364454449908,False,0.46102075154234434
H230__perspective_mild,H230,perspective_mild,rotation_camera_like,1,scored,scored,,waist-occluded,clothed→model,unknown,1957.5432,0.55285123,true,0.013208740000000052,full,legTorso+symmetry,scalar,0.0,7.11,7.0,0.03000000000000025,False,False,38.79655456542969,7.244348805211908,7.0,-0.003931242911962229,False,0.46102075154234434
H230__gaussian_blur_1_5,H230,gaussian_blur_1_5,rotation_camera_like,1,scored,scored,,waist-occluded,clothed→model,m,1810.8260,0.48535467,true,-0.05428781999999999,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.24,7.0,0.16000000000000014,False,False,39.048072814941406,7.286475260566462,7.5,0.0381952124425915,True,0.46102075154234434
T220__original,T220,original,control,2,scored,scored,,,clothed→model,f,1927.3539,0.53873365,true,0.0,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.7,7.5,0.0,False,False,41.621986389160156,7.5274429108768715,7.5,0.0,False,0.46102075154234434
T220__mirror,T220,mirror,mirror,2,scored,scored,,,clothed→model,unknown,1946.0161,0.54753826,true,0.008804610000000102,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.53,7.5,-0.16999999999999993,False,False,44.489261627197266,7.966077897311293,8.0,0.43863498643442167,True,0.46102075154234434
T220__crop_center_10,T220,crop_center_10,crop,2,scored,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,True,42.82865524291992,7.766607772996666,8.0,0.23916486211979482,True,0.46110721793973375
T220__crop_legs_20,T220,crop_legs_20,crop,2,scored,scored,,,clothed→geometry,f,1639.9000,0.49042492,true,-0.048308729999999966,torso,whr+vTaper+shoulderHip,scalar,0.0,7.72,7.5,0.019999999999999574,False,True,39.69987487792969,7.397309437710899,7.5,-0.130133473165972,False,0.32608695652173914
T220__pad_wide_black,T220,pad_wide_black,padding_aspect,2,scored,scored,,,clothed→model,f,1930.6707,0.35663529,true,-0.18209835999999996,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.43,7.5,-0.27000000000000046,False,False,41.66338348388672,7.532373181116895,7.5,0.004930270240023127,False,0.2456533931575996
T220__pad_tall_black,T220,pad_tall_black,padding_aspect,2,scored,scored,,,clothed→model,f,2025.7536,0.52560865,true,-0.013124999999999942,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.58,7.5,-0.1200000000000001,False,False,48.712852478027344,8.767570411250274,9.0,1.2401275003734025,True,0.58541846419327
T220__canvas_light_gray,T220,canvas_light_gray,background_canvas,2,scored,scored,,,clothed→model,f,2004.7895,0.40093462,true,-0.13779902999999993,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.85,8.0,0.14999999999999947,True,False,43.65985107421875,7.869897057282811,8.0,0.34245414640593985,True,0.4611933602512337
T220__aspect_squeeze_80,T220,aspect_squeeze_80,padding_aspect,2,scored,scored,,,clothed→model,unknown,1807.5230,0.59373282,true,0.0549991700000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.87,9.0,1.169999999999999,True,False,50.074920654296875,8.862802890648222,9.0,1.3353599797713507,True,0.5687044307347168
T220__resolution_256,T220,resolution_256,resolution,2,scored,scored,,,clothed→model,f,281.1899,0.55319330,true,0.014459650000000046,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.0,8.0,0.2999999999999998,True,False,41.59225845336914,7.5239178535861,7.5,-0.0035250572907710165,False,0.4609375
T220__brightness_70,T220,brightness_70,lighting,2,scored,scored,,,clothed→model,f,1928.0212,0.53905289,true,0.0003192400000000539,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.46,7.5,-0.2400000000000002,False,False,43.94610595703125,7.901563183544781,8.0,0.37412027266790915,True,0.46102075154234434
T220__brightness_130,T220,brightness_130,lighting,2,scored,scored,,,clothed→model,f,1892.6197,0.52535309,true,-0.013380559999999986,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.77,8.0,0.0699999999999994,True,False,43.762516021728516,7.881114305557764,8.0,0.3536713946808927,True,0.46102075154234434
T220__contrast_70,T220,contrast_70,lighting,2,scored,scored,,,clothed→model,f,1946.0328,0.54754599,true,0.008812340000000085,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.27,7.5,-0.4300000000000006,False,False,42.93952941894531,7.787839186391298,8.0,0.26039627551442646,True,0.46102075154234434
T220__contrast_130,T220,contrast_130,lighting,2,scored,scored,,,clothed→model,m,1887.8165,0.52414543,true,-0.01458821999999993,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.88,8.0,0.17999999999999972,True,False,40.422569274902344,7.432784551255541,7.5,-0.09465835962133085,False,0.46102075154234434
T220__side_lighting,T220,side_lighting,lighting,2,scored,scored,,,clothed→model,f,1916.2244,0.53335998,true,-0.005373669999999997,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.13,7.0,-0.5700000000000003,True,False,40.561431884765625,7.439744681614437,7.5,-0.08769822926243442,False,0.46102075154234434
T220__jpeg_q35,T220,jpeg_q35,jpeg,2,scored,scored,,,clothed→model,f,1919.4725,0.53493789,true,-0.003795759999999926,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.69,7.5,-0.009999999999999787,False,False,41.326683044433594,7.492980808216291,7.5,-0.03446210266058003,False,0.46102075154234434
T220__rotate_3,T220,rotate_3,rotation_camera_like,2,scored,scored,,,clothed→model,unknown,1912.9907,0.53178103,true,-0.006952619999999965,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.45,7.5,-0.25,False,False,42.760990142822266,7.753902394869609,8.0,0.22645948399273763,True,0.46102075154234434
T220__perspective_mild,T220,perspective_mild,rotation_camera_like,2,scored,scored,,,clothed→model,unknown,1962.9294,0.55530180,true,0.016568150000000004,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.96,8.0,0.2599999999999998,True,False,42.31388854980469,7.672407772774619,7.5,0.1449648618977477,False,0.46102075154234434
T220__gaussian_blur_1_5,T220,gaussian_blur_1_5,rotation_camera_like,2,scored,scored,,,clothed→model,unknown,1936.4251,0.54304511,true,0.004311460000000045,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.38,7.5,-0.3200000000000003,False,False,41.94884490966797,7.56822344698443,7.5,0.04078053610755816,False,0.46102075154234434
H200__original,H200,original,control,2,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,39.06109619140625,7.288700864636118,7.5,0.0,False,0.46102075154234434
H200__mirror,H200,mirror,mirror,2,refused,scored,,waist-occluded,clothed→model,f,1971.9887,0.55937829,true,,full,legTorso+symmetry,scalar,0.0,7.3,7.5,,,True,37.50172424316406,7.109656548851936,7.0,-0.17904431578418212,True,0.46102075154234434
H200__crop_center_10,H200,crop_center_10,crop,2,refused,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,False,40.68584060668945,7.446021323114472,7.5,0.1573204584783543,False,0.46110721793973375
H200__crop_legs_20,H200,crop_legs_20,crop,2,refused,scored,,waist-occluded,clothed→geometry,f,1629.3986,0.48383538,true,,torso,shoulderHip,scalar,0.0,2.94,3.0,,,True,37.29548645019531,7.100783847426726,7.0,-0.1879170172093918,True,0.32608695652173914
H200__pad_wide_black,H200,pad_wide_black,padding_aspect,2,refused,scored,,,clothed→model,f,2013.4675,0.40845962,true,,full,vTaper+legTorso+symmetry,scalar,0.0,7.45,7.5,,,True,39.01856994628906,7.281450054162214,7.5,-0.007250810473903968,False,0.2456533931575996
H200__pad_tall_black,H200,pad_tall_black,padding_aspect,2,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,43.08659744262695,7.809897090392551,8.0,0.5211962257564329,True,0.58541846419327
H200__canvas_light_gray,H200,canvas_light_gray,background_canvas,2,refused,scored,,waist-occluded,clothed→model,unknown,1842.0693,0.34801585,true,,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.24,7.0,,,True,38.52344512939453,7.192914227700896,7.0,-0.09578663693522138,True,0.4611933602512337
H200__aspect_squeeze_80,H200,aspect_squeeze_80,padding_aspect,2,refused,scored,,,clothed→model,f,1978.7519,0.64981705,true,,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.4,7.5,,,True,42.30940628051758,7.671054037429338,7.5,0.3823531727932199,False,0.5687044307347168
H200__resolution_256,H200,resolution_256,resolution,2,refused,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,refused,unknown,,,,,unknown,none,none,,,,,,False,38.85976028442383,7.254785923970418,7.5,-0.033914940665699334,False,0.4609375
H200__brightness_70,H200,brightness_70,lighting,2,refused,scored,,waist-occluded,clothed→model,f,1951.5506,0.55010092,true,,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.42,7.5,,,True,41.2095947265625,7.479645127916424,7.5,0.190944263280306,False,0.46102075154234434
H200__brightness_130,H200,brightness_130,lighting,2,refused,scored,,waist-occluded,clothed→model,unknown,1975.8693,0.56110736,true,,full,legTorso+symmetry,scalar,0.0,7.31,7.5,,,True,39.45874786376953,7.385740216558129,7.5,0.09703935192201119,False,0.46102075154234434
H200__contrast_70,H200,contrast_70,lighting,2,refused,scored,,waist-occluded,clothed→model,f,1901.1100,0.52591061,true,,full,shoulderHip+legTorso+symmetry,scalar,0.0,7.53,7.5,,,True,40.280731201171875,7.425724258874952,7.5,0.13702339423883458,False,0.46102075154234434
H200__contrast_130,H200,contrast_130,lighting,2,refused,scored,,waist-occluded,clothed→model,unknown,1952.1851,0.55039334,true,,full,legTorso+symmetry,scalar,0.0,7.41,7.5,,,True,39.2923583984375,7.3778313672476195,7.5,0.08913050261150168,False,0.46102075154234434
H200__side_lighting,H200,side_lighting,lighting,2,refused,scored,,,clothed→model,f,1976.9482,0.56158628,true,,full,vTaper+legTorso+symmetry,scalar,0.0,7.45,7.5,,,True,38.48792266845703,7.184874756219541,7.0,-0.1038261084165768,True,0.46102075154234434
H200__jpeg_q35,H200,jpeg_q35,jpeg,2,refused,scored,,waist-occluded,clothed→model,unknown,1993.4438,0.56881192,true,,full,legTorso+symmetry,scalar,0.0,7.3,7.5,,,True,39.46561050415039,7.386067706667316,7.5,0.09736684203119861,False,0.46102075154234434
H200__rotate_3,H200,rotate_3,rotation_camera_like,2,refused,scored,,waist-occluded,clothed→model,unknown,1982.5712,0.56406960,true,,full,legTorso+symmetry,scalar,0.0,7.2,7.0,,,True,38.5036735534668,7.188432638974426,7.0,-0.1002682256616918,True,0.46102075154234434
H200__perspective_mild,H200,perspective_mild,rotation_camera_like,2,refused,refused,"The geometry route produced no scored body cue. Retake with your full outline visible, arms a few inches out, and stronger contrast from the background.",geometry-no-cues,clothed→geometry,unknown,2050.4500,0.59245425,true,,torso,none,none,,,,,,True,38.74207305908203,7.235429480589865,7.0,-0.05327138404625309,True,0.46102075154234434
H200__gaussian_blur_1_5,H200,gaussian_blur_1_5,rotation_camera_like,2,refused,scored,,waist-occluded,clothed→model,unknown,1918.5257,0.53447878,true,,full,legTorso+symmetry,scalar,0.0,7.35,7.5,,,True,39.241939544677734,7.361132758471145,7.5,0.07243189383502724,False,0.46102075154234434
T230__original,T230,original,control,2,scored,scored,,,clothed→model,unknown,1925.3831,0.53778884,true,0.0,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.71,7.5,0.0,False,False,41.03722381591797,7.463963885481731,7.5,0.0,False,0.46102075154234434
